Word,Difficulty
infrastructural,0
infrastructure,0
infrastructures,0
infrequency,1
infrequent,1
infrequently,0
infringe,1
infringed,1
infringement,0
infringements,0
infringes,0
infringing,1
infuriate,0
infuriated,1
infuriates,0
infuriating,1
infuriatingly,0
infuse,4
infused,4
infuses,3
infusing,1
infusion,2
infusions,2
ingathered,0
ingenious,0
ingeniously,0
ingenuity,0
ingenuous,1
ingenuously,1
ingenuousness,0
ingest,2
ingested,1
ingesting,0
ingestion,1
inglorious,1
ingoing,1
ingot,3
ingots,2
ingrained,1
ingrate,1
ingratiate,0
ingratiated,0
ingratiating,0
ingratiatingly,0
ingratitude,0
ingredient,1
ingredients,0
ingress,1
ingression,0
ingrown,2
inhabit,2
inhabitable,0
inhabitant,1
inhabitants,2
inhabited,1
inhabiting,1
inhabits,1
inhalation,1
inhalations,1
inhale,0
inhaled,2
inhaler,0
inhalers,3
inhales,3
inhaling,3
inherent,1
inherently,1
inherit,2
inheritable,0
inheritance,0
inheritances,0
inherited,1
inheriting,0
inheritor,0
inheritors,1
inherits,0
inhibit,1
inhibited,1
inhibiting,1
inhibition,1
inhibitions,1
inhibitor,2
inhibitors,1
inhibitory,2
inhibits,1
inhomogeneities,0
inhomogeneity,0
inhomogeneous,0
inhospitable,0
inhuman,1
inhumane,2
inhumanely,2
inhumanities,0
inhumanity,2
inhumanly,3
inimical,1
inimitable,1
inimitably,1
iniquities,1
iniquitous,1
iniquitously,0
iniquity,1
initial,1
initialisation,0
initialisations,0
initialise,0
initialised,0
initialises,0
initialising,0
initialization,1
initializations,0
initialize,1
initialized,1
initializes,0
initializing,1
initialled,2
initially,1
initials,1
initiate,0
initiated,1
initiates,0
initiating,1
initiation,1
initiations,1
initiative,0
initiatives,0
initiator,1
initiators,1
inject,3
injectable,0
injected,2
injecting,2
injection,1
injections,1
injector,0
injects,2
injudicious,1
injudiciously,0
injunction,1
injunctions,1
injure,2
injured,2
injures,0
injuries,0
injuring,3
injurious,1
injuriously,2
injury,5
injustice,1
injustices,1
ink,5
inked,3
inkier,2
inkiest,0
inking,3
inkling,2
inklings,1
inks,3
inkstand,1
inkstands,2
inkwell,2
inkwells,0
inky,6
inlaid,2
inland,3
inlay,3
inlays,1
inlet,4
inlets,2
inmate,2
inmates,3
inmost,1
inn,5
innards,1
innate,2
innately,1
inner,3
innermost,0
innervation,0
innings,1
innkeeper,0
innkeepers,0
innocence,0
innocent,1
innocently,0
innocents,0
innocuous,2
innocuousness,0
innovate,0
innovated,1
innovating,1
innovation,1
innovations,1
innovative,0
innovatively,0
innovator,1
innovators,1
innovatory,2
inns,3
innuendo,3
innuendoes,1
innuendos,0
innumerable,0
innumerably,0
innumeracy,0
innumerate,0
inoculate,0
inoculated,1
inoculates,0
inoculating,1
inoculation,1
inoculations,0
inoffensive,2
inoperable,1
inoperative,0
inopportune,1
inordinate,0
inordinately,0
inorganic,1
input,6
inputs,4
inputting,3
inquest,0
inquests,1
inquire,2
inquired,3
inquirer,2
inquirers,0
inquires,1
inquiries,0
inquiring,2
inquiringly,1
inquiry,2
inquisition,1
inquisitional,0
inquisitions,0
inquisitive,1
inquisitively,0
inquisitiveness,0
inquisitor,1
inquisitorial,0
inquisitorially,0
inquisitors,1
inquorate,1
inroad,4
inroads,1
ins,5
insalubrious,0
insane,2
insanely,0
insanitary,1
insanities,0
insanity,1
insatiable,1
insatiably,2
inscribe,2
inscribed,1
inscribing,1
inscription,1
inscriptions,0
inscrutability,0
inscrutable,0
inscrutably,1
insect,0
insecticidal,0
insecticide,0
insecticides,0
insectivores,0
insectivorous,0
insects,1
insecure,2
insecurely,0
insecurities,0
insecurity,1
insemination,0
insensibility,0
insensible,1
insensibly,1
insensitive,0
insensitively,0
insensitivity,0
inseparable,0
inseparably,0
insert,1
inserted,0
inserting,0
insertion,1
insertions,0
inserts,2
inset,2
inshore,1
inside,3
insider,1
insiders,0
insides,2
insidious,1
insidiously,1
insight,1
insightful,1
insights,1
insignia,1
insignificance,0
insignificant,0
insignificantly,0
insincere,0
insincerely,0
insincerity,0
insinuate,0
insinuated,0
insinuating,1
insinuatingly,0
insinuation,1
insinuations,0
insipid,2
insist,1
insisted,0
insistence,0
insistent,0
insistently,0
insisting,2
insists,1
insofar,1
insole,2
insolence,1
insolent,1
insolently,1
insolubility,0
insoluble,1
insolvencies,0
insolvency,1
insolvent,1
insomnia,1
insomniac,1
insomniacs,1
insouciance,1
insouciant,1
inspect,0
inspected,0
inspecting,1
inspection,0
inspections,0
inspector,0
inspectorate,0
inspectorates,0
inspectors,0
inspects,0
inspiration,1
inspirational,0
inspirations,0
inspire,1
inspired,1
inspires,0
inspiring,1
instabilities,0
instability,1
install,1
installable,0
installation,0
installations,0
installed,1
installer,1
installers,0
installing,1
installs,1
instalment,0
instalments,0
instance,1
instanced,0
instances,0
instant,1
instantaneous,0
instantaneously,0
instantiate,0
instantiated,0
instantiates,0
instantiating,0
instantiation,0
instantiations,0
instantly,2
instants,1
instated,1
instead,0
instep,2
insteps,1
instigate,1
instigated,0
instigates,0
instigating,1
instigation,1
instigator,1
instigators,1
instil,1
instillation,0
instilled,1
instilling,1
instils,1
instinct,1
instinctive,1
instinctively,0
instincts,1
instinctual,1
institute,1
instituted,0
institutes,0
instituting,1
institution,1
institutional,0
institutionalisation,0
institutionalise,0
institutionalised,0
institutionalising,0
institutionalism,1
institutionalization,0
institutionalize,0
institutionalized,0
institutionally,0
institutions,0
instruct,1
instructed,2
instructing,1
instruction,1
instructional,0
instructions,0
instructive,1
instructor,2
instructors,1
instructs,2
instrument,1
instrumental,0
instrumentalist,0
instrumentalists,0
instrumentality,0
instrumentally,0
instrumentals,0
instrumentation,0
instrumented,0
instruments,1
insubordinate,0
insubordination,0
insubstantial,0
insufferable,0
insufferably,0
insufficiency,0
insufficient,0
insufficiently,0
insular,2
insularity,1
insulate,1
insulated,0
insulates,0
insulating,2
insulation,2
insulator,2
insulators,1
insulin,1
insult,1
insulted,0
insulter,1
insulting,2
insultingly,1
insults,1
insuperable,0
insupportable,0
insurance,1
insurances,0
insure,3
insured,0
insurer,1
insurers,0
insures,0
insurgency,0
insurgent,0
insurgents,0
insuring,1
insurmountable,0
insurmountably,1
insurrection,1
insurrectionary,0
insurrections,0
intact,2
intaglio,1
intake,2
intakes,4
intangible,0
intangibles,0
integer,2
integers,0
integrability,0
integrable,0
integral,0
integrally,0
integrals,0
integrand,0
integrands,0
integrate,0
integrated,0
integrates,1
integrating,0
integration,0
integrationist,0
integrations,0
integrative,0
integrator,0
integrators,1
integrity,0
intellect,2
intellects,1
intellectual,0
intellectualism,0
intellectuality,0
intellectually,0
intellectuals,0
intelligence,0
intelligences,0
intelligent,1
intelligently,0
intelligentsia,0
intelligibility,0
intelligible,0
intelligibly,0
intemperance,0
intemperate,0
intend,2
intended,0
intending,0
intends,1
intense,1
intensely,0
intensification,0
intensified,1
intensifies,1
intensify,0
intensifying,0
intensities,1
intensity,0
intensive,1
intensively,0
intent,2
intention,0
intentional,0
intentionality,0
intentionally,0
intentioned,1
intentions,0
intently,1
intentness,0
intents,1
inter,4
interact,0
interacted,0
interacting,0
interaction,0
interactional,0
interactions,0
interactive,0
interactively,0
interactiveness,0
interacts,0
interatomic,0
interbank,0
interbred,1
interbreed,0
interbreeding,0
intercede,0
interceded,0
interceding,0
intercept,1
intercepted,0
intercepting,0
interception,0
interceptions,0
interceptor,0
interceptors,0
intercepts,0
intercession,0
intercessions,0
interchange,0
interchangeability,0
interchangeable,0
interchangeably,0
interchanged,0
interchanges,1
interchanging,0
intercity,0
intercollegiate,0
intercommunicate,0
intercommunication,0
interconnect,0
interconnected,0
interconnectedness,0
interconnecting,0
interconnection,0
interconnections,0
interconnects,0
intercontinental,0
interconversion,0
intercountry,0
intercourse,0
intercut,0
interdenominational,0
interdepartmental,0
interdependence,0
interdependency,0
interdependent,0
interdict,0
interdicted,0
interdisciplinary,0
interest,0
interested,0
interestedly,0
interesting,0
interestingly,0
interests,0
interface,0
interfaced,0
interfaces,1
interfacing,0
interfere,0
interfered,0
interference,0
interferences,0
interferer,0
interferes,1
interfering,0
interferometer,0
interferometers,0
interferometric,0
interferometry,0
interferon,0
intergalactic,0
interglacial,0
intergovernmental,0
interim,1
interior,1
interiors,1
interject,1
interjected,0
interjecting,0
interjection,0
interjectional,0
interjections,0
interjects,0
interlace,1
interlaced,1
interlacing,1
interleave,0
interleaved,0
interleaves,1
interleaving,0
interlingual,0
interlinked,0
interlock,0
interlocked,0
interlocking,0
interlocks,0
interlocutor,0
interlocutors,0
interlocutory,1
interloper,0
interlopers,0
interlude,1
interludes,0
intermarriage,0
intermarriages,0
intermediaries,0
intermediary,0
intermediate,0
intermediates,0
interment,1
interments,0
interminable,0
interminably,0
intermingled,0
intermingling,0
intermission,0
intermissions,0
intermittent,0
intermittently,0
intermixed,0
intermixing,0
intermolecular,0
intern,2
internal,1
internalisation,0
internalise,0
internalised,0
internalises,0
internalising,0
internalization,1
internalize,1
internalized,1
internalizes,0
internalizing,1
internally,1
internals,0
international,0
internationalisation,0
internationalised,0
internationalism,0
internationalist,0
internationalists,0
internationalization,1
internationalized,1
internationally,0
internationals,0
internecine,1
interned,1
internees,0
interning,0
internment,1
internments,0
internuclear,0
interocular,0
interoperability,0
interoperable,0
interpellation,0
interpenetration,0
interpersonal,0
interplanetary,0
interplay,0
interplays,0
interpolatable,0
interpolate,0
interpolated,0
interpolates,1
interpolating,0
interpolation,0
interpolations,0
interpose,2
interposed,1
interposes,1
interposing,1
interposition,0
interpret,1
interpretable,0
interpretation,0
interpretational,0
interpretations,0
interpretative,0
interpreted,0
interpreter,0
interpreters,0
interpreting,0
interpretive,0
interpretively,0
interprets,0
interracial,0
interred,0
interregnum,0
interrelate,0
interrelated,0
interrelatedness,0
interrelation,0
interrelations,0
interrelationship,0
interrelationships,0
interrogate,0
interrogated,0
interrogates,1
interrogating,0
interrogation,0
interrogations,0
interrogative,0
interrogatively,0
interrogatives,0
interrogator,0
interrogators,0
interrogatory,1
interrupt,0
interrupted,0
interruptibility,0
interrupting,0
interruption,0
interruptions,0
interrupts,0
intersect,1
intersected,1
intersecting,1
intersection,1
intersections,0
intersects,0
intersperse,0
interspersed,0
intersperses,0
interspersing,0
interstellar,0
interstices,1
interstitial,0
interstitially,0
intertidal,0
intertwine,1
intertwined,0
intertwining,0
interval,0
intervals,0
intervene,0
intervened,0
intervenes,1
intervening,0
intervention,0
interventionism,0
interventionist,0
interventions,0
interview,1
interviewed,0
interviewee,0
interviewees,0
interviewer,0
interviewers,0
interviewing,0
interviews,0
interweaving,1
interwoven,0
intestacy,0
intestate,0
intestinal,0
intestine,0
intestines,1
intifada,1
intimacies,0
intimacy,1
intimate,0
intimated,1
intimately,1
intimates,0
intimating,1
intimation,1
intimations,1
intimidate,0
intimidated,0
intimidates,0
intimidating,0
intimidation,0
intimidatory,0
into,3
intolerable,0
intolerably,0
intolerance,0
intolerant,0
intonation,1
intonational,1
intonations,1
intone,3
intoned,4
intones,3
intoning,1
intoxicant,1
intoxicants,2
intoxicate,0
intoxicated,0
intoxicating,0
intoxication,0
intracellular,0
intractability,0
intractable,0
intractably,1
intramural,1
intramuscular,1
intransigence,0
intransigent,0
intransitive,0
intrauterine,0
intravenous,0
intravenously,0
intrepid,1
intrepidly,0
intricacies,0
intricacy,1
intricate,0
intricately,1
intrigue,1
intrigued,1
intrigues,0
intriguing,1
intriguingly,0
intrinsic,1
intrinsically,0
introduce,1
introduced,1
introduces,1
introducing,1
introduction,0
introductions,0
introductory,2
introspection,0
introspective,0
introspectively,0
introversion,0
introvert,1
introverted,2
introverts,0
intrude,3
intruded,3
intruder,1
intruders,0
intrudes,1
intruding,2
intrusion,2
intrusions,2
intrusive,2
intrusiveness,1
intuited,4
intuition,1
intuitionist,0
intuitions,1
intuitive,1
intuitively,1
intuitiveness,0
inundate,0
inundated,1
inundation,1
inure,2
inured,2
invade,3
invaded,2
invader,1
invaders,2
invades,2
invading,2
invalid,1
invalidate,0
invalidated,0
invalidates,0
invalidating,0
invalidation,0
invalided,2
invalidity,1
invalids,2
invaluable,1
invariable,0
invariably,1
invariance,0
invariant,1
invariants,1
invasion,1
invasions,1
invasive,0
invective,0
invectives,2
inveigh,1
inveighing,0
inveigle,2
inveigled,2
inveigler,2
inveiglers,1
inveigling,1
invent,3
invented,0
inventing,1
invention,0
inventions,0
inventive,0
inventively,1
inventiveness,0
inventor,0
inventories,0
inventors,0
inventory,1
invents,2
inverse,1
inversely,0
inverses,1
inversion,1
inversions,0
invert,3
invertebrate,0
invertebrates,0
inverted,2
inverter,2
inverters,0
invertible,1
inverting,2
inverts,2
invest,3
invested,2
investigate,0
investigated,0
investigates,0
investigating,0
investigation,0
investigations,0
investigative,0
investigator,0
investigators,0
investigatory,0
investing,1
investiture,0
investment,0
investments,0
investor,1
investors,0
invests,3
inveterate,0
invidious,1
invigilate,0
invigilated,0
invigilating,0
invigilator,1
invigilators,0
invigorate,0
invigorated,0
invigorating,0
invigoratingly,0
invincibility,0
invincible,2
inviolability,0
inviolable,0
inviolate,0
inviscid,1
invisibilities,0
invisibility,0
invisible,1
invisibles,1
invisibly,1
invitation,1
invitations,1
invite,3
invited,4
invites,4
inviting,2
invitingly,1
invocation,1
invocations,1
invoice,2
invoiced,3
invoices,0
invoicing,2
invokable,1
invoke,5
invoked,5
invoker,1
invokers,1
invokes,5
invoking,4
involuntarily,0
involuntary,1
involute,1
involution,2
involutions,2
involve,1
involved,4
involvement,0
involvements,0
involves,1
involving,1
invulnerability,0
invulnerable,0
inward,3
inwardly,2
inwardness,0
inwards,2
iodide,4
iodine,2
ion,8
ionic,5
ionisation,1
ionise,2
ionised,3
ionising,1
ionization,2
ionize,3
ionized,6
ionizing,2
ionosphere,0
ionospheric,0
ions,9
iota,3
irascibility,0
irascible,0
irascibly,2
irate,6
ire,3
iridescence,0
iridescent,1
iridium,2
iris,3
irises,1
irked,4
irks,4
irksome,1
irksomeness,0
iron,8
ironed,4
ironic,3
ironical,1
ironically,1
ironies,1
ironing,1
ironmonger,2
ironmongers,0
ironmongery,2
irons,6
ironstone,1
ironwork,2
ironworks,1
irony,6
irradiate,0
irradiated,1
irradiating,1
irradiation,1
irrational,1
irrationalities,0
irrationality,0
irrationally,0
irreconcilable,0
irrecoverable,0
irrecoverably,0
irredeemable,0
irredeemably,0
irreducibility,0
irreducible,0
irreducibly,0
irrefutable,1
irregular,1
irregularities,0
irregularity,1
irregularly,0
irregulars,0
irrelevance,0
irrelevances,0
irrelevancy,0
irrelevant,0
irrelevantly,0
irreligious,0
irremediable,0
irremovable,0
irreparable,0
irreparably,0
irreplaceable,0
irrepressible,1
irrepressibly,1
irreproachable,0
irreproachably,0
irresistible,0
irresistibly,0
irresolute,1
irresolutely,0
irresolution,0
irresolvable,0
irrespective,1
irrespectively,0
irresponsibility,0
irresponsible,0
irresponsibly,0
irretrievable,0
irretrievably,0
irreverence,0
irreverent,0
irreverently,0
irreversibility,0
irreversible,1
irreversibly,1
irrevocable,0
irrevocably,0
irrigate,1
irrigated,1
irrigating,1
irrigation,1
irritability,0
irritable,0
irritably,1
irritant,1
irritants,1
irritate,0
irritated,1
irritatedly,1
irritates,0
irritating,1
irritatingly,0
irritation,1
irritations,1
irruption,1
is,5
island,1
islander,0
islanders,0
islands,1
isle,3
isles,1
islet,2
islets,1
isobar,1
isobars,3
isolate,1
isolated,0
isolates,0
isolating,2
isolation,1
isolationism,0
isolationist,0
isolator,1
isolators,1
isomer,2
isomers,0
isometric,0
isometrically,0
isomorphic,1
isomorphism,2
isomorphisms,1
isoperimetrical,0
isosceles,2
isostatic,2
isothermal,1
isothermally,0
isotonic,1
isotope,1
isotopes,0
isotopic,2
isotropic,1
isotropically,0
isotropy,1
issuable,0
issuance,1
issue,3
issued,3
issuer,2
issuers,0
issues,2
issuing,2
isthmus,2
it,6
italic,3
italicisation,0
italicise,0
italicised,0
italicize,1
italicized,1
italics,2
itch,5
itched,4
itchier,0
itchiest,0
itching,1
itchy,4
item,7
itemise,2
itemised,2
itemises,1
itemising,1
itemize,3
itemized,3
itemizes,2
items,4
iterate,1
iterated,1
iterates,2
iterating,1
iteration,0
iterations,0
iterative,0
iteratively,0
iterators,0
itinerant,0
itinerants,0
itineraries,0
itinerary,0
its,6
itself,0
ivies,1
ivories,2
ivory,5
ivy,7
jab,11
jabbed,9
jabber,8
jabbered,3
jabbering,2
jabbers,4
jabbing,6
jabs,8
jack,9
jackal,5
jackals,3
jackasses,0
jackboot,2
jackbooted,1
jackboots,2
jackdaw,5
jackdaws,2
jacked,7
jacket,6
jackets,4
jacking,7
jackpot,4
jackpots,2
jacks,8
jacuzzi,1
jade,7
jaded,2
jadedly,0
jadedness,1
jades,10
jag,7
jagged,7
jaguar,2
jaguars,4
jail,5
jailed,3
jailer,2
jailers,3
jailing,4
jails,5
jam,10
jamb,7
jamboree,0
jambs,6
jammed,7
jamming,8
jams,10
jangle,3
jangled,3
jangling,2
jangly,2
janitor,4
jape,5
japes,7
jar,5
jargon,5
jarred,2
jarring,3
jars,6
jasmine,2
jaundice,0
jaundiced,1
jaunt,6
jauntier,3
jauntiest,0
jauntily,1
jaunting,3
jaunts,3
jaunty,3
javelin,0
javelins,2
jaw,6
jawbone,2
jawbones,2
jawline,4
jaws,11
jay,7
jays,6
jaywalker,2
jaywalking,3
jazz,10
jazzed,10
jazzier,5
jazziest,5
jazzy,9
jealous,2
jealousies,1
jealously,1
jealousy,1
jeans,5
jeep,3
jeeps,3
jeer,4
jeered,0
jeering,1
jeeringly,1
jeers,1
jejune,5
jejunum,5
jellied,1
jellies,3
jelly,5
jellyfish,2
jemmy,8
jeopardise,0
jeopardised,0
jeopardises,0
jeopardising,0
jeopardize,1
jeopardized,1
jeopardizing,1
jeopardy,3
jerk,4
jerked,2
jerkier,2
jerkiest,1
jerkily,3
jerkin,1
jerking,2
jerkins,1
jerks,3
jerky,2
jeroboam,2
jersey,1
jerseys,0
jest,2
jested,1
jester,3
jesters,1
jesting,2
jestingly,0
jests,1
jet,4
jets,2
jetsam,1
jetted,2
jetties,5
jetting,2
jettison,1
jettisoned,1
jettisoning,0
jetty,2
jewel,5
jewelled,2
jeweller,1
jewellers,1
jewellery,1
jewelry,1
jewels,4
jib,10
jibe,12
jibes,8
jig,9
jigged,10
jigging,2
jiggled,2
jiggling,1
jigs,8
jigsaw,2
jigsaws,1
jihad,5
jilt,6
jilted,2
jilting,1
jingle,2
jingled,2
jingles,3
jingling,1
jingo,5
jingoism,2
jingoistic,1
jinked,3
jinx,9
jinxed,6
jitter,4
jive,10
job,5
jobbing,5
jobless,2
joblessness,0
jobs,5
jockey,7
jockeying,1
jockeys,4
jockstrap,2
jockstraps,2
jocular,3
jocularity,3
jocularly,3
jocund,4
jodhpurs,3
joey,8
jog,10
jogged,9
jogger,7
joggers,6
jogging,5
jogs,8
join,7
joined,9
joiner,4
joiners,3
joinery,3
joining,2
joins,6
joint,6
jointed,4
jointing,3
jointly,3
joints,4
jointures,0
joist,3
joists,3
joke,9
joked,11
joker,6
jokers,4
jokes,10
jokey,7
jokier,6
jokily,6
joking,10
jokingly,3
jollier,4
jolliest,6
jollily,3
jollity,4
jolly,7
jolt,6
jolted,3
jolting,5
jolts,5
jostle,5
jostled,5
jostles,4
jostling,3
jot,5
jotted,3
jotter,5
jotting,6
jottings,2
joule,7
joules,6
journal,2
journalese,1
journalism,1
journalist,2
journalistic,0
journalists,1
journalled,1
journalling,1
journals,2
journey,3
journeyed,0
journeyer,0
journeying,0
journeyman,2
journeys,1
joust,3
jouster,3
jousting,4
jousts,3
jovial,4
joviality,3
jovially,2
jowl,7
jowls,6
joy,9
joyed,9
joyful,5
joyfully,4
joyfulness,2
joyless,3
joylessness,1
joyous,4
joyously,3
joyousness,0
joyride,2
joyrider,1
joyriders,0
joyriding,2
joys,10
joystick,2
joysticks,1
jubilant,2
jubilantly,1
jubilation,1
jubilee,1
judder,3
juddered,1
juddering,5
judders,6
judge,5
judged,2
judgement,2
judgemental,0
judgements,1
judges,1
judging,2
judgment,2
judgmental,2
judgments,1
judicature,0
judicial,3
judicially,1
judiciaries,0
judiciary,2
judicious,2
judiciously,1
judo,4
jug,8
jugged,7
juggernaut,2
juggernauts,0
juggle,7
juggled,7
juggler,3
jugglers,2
juggles,5
juggling,3
jugs,6
jugular,4
juice,7
juices,4
juicier,1
juiciest,1
juiciness,1
juicy,7
jukebox,2
jukeboxes,1
julep,4
juleps,2
jumble,3
jumbled,3
jumbles,4
jumbo,4
jump,11
jumped,6
jumper,7
jumpers,7
jumpier,3
jumpiest,3
jumpiness,2
jumping,7
jumps,8
jumpsuit,4
jumpy,7
junction,2
junctions,2
juncture,3
jungle,7
jungles,5
junior,3
juniority,1
juniors,2
juniper,1
junk,10
junker,11
junket,4
junkies,4
junks,8
junkyard,5
junta,5
juridical,2
juries,5
jurisdiction,0
jurisdictional,0
jurisdictions,0
jurisprudence,0
jurisprudential,0
jurist,2
jurists,2
juror,4
jurors,3
jury,9
juryman,4
jurymen,3
jussive,2
just,4
justice,2
justices,1
justifiability,0
justifiable,0
justifiably,2
justification,0
justifications,0
justificatory,0
justified,1
justifies,0
justify,3
justifying,3
justly,4
justness,3
jut,11
jute,5
juts,8
jutted,8
jutting,9
juvenile,1
juveniles,1
juxtapose,1
juxtaposed,1
juxtaposes,0
juxtaposing,1
juxtaposition,0
juxtapositions,0
kaftan,4
kaiser,6
kale,4
kaleidoscope,0
kaleidoscopic,0
kamikaze,2
kangaroo,4
kangaroos,3
kaolin,2
karaoke,2
karate,1
karma,2
karst,2
kayak,6
kayaks,4
kebab,5
kebabs,5
kedgeree,0
keel,4
keeled,3
keeling,4
keels,5
keen,5
keener,1
keenest,0
keening,0
keenly,0
keenness,0
keep,4
keeper,2
keepers,1
keeping,1
keeps,4
keepsake,0
keepsakes,0
keg,6
kegs,4
kelp,6
kelpers,2
kelvin,4
ken,7
kennel,4
kennelled,1
kennels,1
kept,4
keratin,1
kerb,4
kerbs,3
kerbside,1
kerchief,2
kerned,2
kernel,2
kernels,0
kerning,1
kerosene,0
kestrel,1
kestrels,0
ketch,4
ketchup,5
kettle,3
kettleful,0
kettles,4
key,9
keyboard,2
keyboardist,1
keyboards,1
keyed,4
keyhole,3
keyholes,2
keying,5
keynote,4
keynotes,3
keypad,3
keypads,2
keyring,2
keys,8
keystone,2
keystones,2
keystroke,1
keystrokes,1
keyword,2
keywords,2
khaki,8
kibbutz,5
kick,8
kickback,3
kicked,8
kicker,4
kicking,8
kicks,7
kid,7
kidding,6
kidnap,6
kidnapped,1
kidnapper,2
kidnappers,1
kidnapping,2
kidnappings,1
kidnaps,2
kidney,2
kidneys,3
kids,7
kill,9
killed,6
killer,4
killers,6
killing,4
killings,3
killjoy,3
killjoys,4
kills,7
kiln,7
kilns,4
kilobits,2
kilobytes,1
kilogram,3
kilogramme,0
kilogrammes,0
kilograms,2
kilohertz,1
kilojoules,1
kilometre,2
kilometres,1
kilos,4
kiloton,3
kilotons,3
kilowatt,3
kilowatts,2
kilt,7
kilted,3
kilter,3
kilts,5
kimono,4
kin,8
kinase,2
kind,8
kinder,4
kindergarten,0
kindergartens,0
kindest,1
kindle,3
kindled,4
kindles,4
kindlier,1
kindliest,0
kindliness,1
kindling,1
kindly,3
kindness,0
kindnesses,1
kindred,4
kinds,4
kinematic,0
kinematics,1
kinetic,1
kinetically,0
kinetics,1
king,6
kingdom,4
kingdoms,3
kingfisher,0
kingfishers,0
kingly,4
kingpin,3
kings,5
kingship,2
kink,6
kinked,3
kinks,4
kinky,9
kinsfolk,2
kinship,1
kinsman,2
kinsmen,2
kinswoman,1
kiosk,4
kiosks,2
kipper,5
kippers,4
kirk,9
kiss,4
kissed,6
kisses,5
kissing,4
kit,6
kitbag,5
kitchen,4
kitchenette,0
kitchens,1
kitchenware,0
kite,8
kites,9
kith,6
kits,7
kitsch,3
kitted,3
kitten,5
kittenish,0
kittens,2
kitting,3
kittiwakes,0
kitty,6
kiwi,5
kiwis,3
klaxon,5
klaxons,4
kleptomania,0
kleptomaniac,0
kleptomaniacs,0
knack,4
knacker,4
knackers,1
knacks,3
knapsack,3
knapsacks,2
knave,3
knavery,4
knaves,5
knavish,1
knead,4
kneaded,2
kneading,0
knee,3
kneecap,1
kneecaps,1
kneed,3
kneel,3
kneeling,1
kneels,2
knees,1
knell,3
knelt,3
knew,4
knickers,2
knife,8
knifed,3
knifepoint,0
knifes,3
knifing,1
knight,6
knighted,4
knighthood,3
knighthoods,1
knightly,4
knights,3
knit,8
knits,7
knitted,3
knitter,2
knitters,1
knitting,2
knitwear,2
knives,4
knob,5
knobbly,5
knobs,4
knock,5
knockabout,2
knocked,5
knocker,5
knockers,3
knocking,1
knockings,1
knockout,4
knocks,3
knoll,4
knolls,4
knot,6
knots,5
knotted,5
knottier,4
knottiest,0
knotting,1
knotty,7
know,7
knowable,2
knowing,2
knowingly,2
knowledge,3
knowledgeable,1
knowledgeably,1
known,6
knows,6
knuckle,4
knuckled,4
knuckleduster,1
knuckledusters,1
knuckles,3
knuckling,1
knurled,3
koala,2
koalas,1
kookaburra,3
kopecks,3
kopeks,6
koruna,2
kosher,7
kowtow,6
kraken,4
kriegspiel,0
krill,7
krona,4
krone,4
kroner,3
krypton,3
kudos,3
kudu,5
kulaks,2
kyle,5
kyles,6
laager,1
label,3
labelled,2
labelling,1
labellings,0
labels,1
labia,5
labials,2
labile,0
laboratories,1
laboratory,2
laborious,2
laboriously,1
laboriousness,0
labour,4
laboured,1
labourer,2
labourers,0
labouring,2
labours,3
labs,9
laburnum,3
labyrinth,2
labyrinthine,0
labyrinths,1
lace,0
laced,5
lacerate,1
lacerated,2
lacerating,0
laceration,0
lacerations,0
laces,3
lacework,0
lachrymal,2
lachrymose,0
lacing,4
lack,6
lackadaisical,0
lacked,1
lackey,5
lackeys,2
lacking,2
lacklustre,0
lacks,4
laconic,2
laconically,1
lacquer,1
lacquered,1
lacquers,1
lacrosse,1
lactate,2
lactation,1
lacteal,3
lactic,3
lactose,1
lacuna,4
lacunae,0
lacunas,2
lad,9
ladder,0
laddered,1
ladders,2
laden,5
ladies,1
lading,5
ladle,1
ladled,2
ladles,1
ladling,1
lads,7
lady,2
ladybird,3
ladybirds,2
ladylike,2
ladyship,2
ladyships,2
lag,8
lager,4
lagers,3
laggard,3
laggards,2
lagged,2
lagging,3
lagoon,3
lagoons,3
lags,8
laid,2
lain,3
lair,4
laird,5
lairds,3
lairs,3
laity,4
lake,1
lakes,3
lakeside,0
lama,2
lamb,5
lambasted,2
lambasting,1
lambda,3
lambent,2
lambing,4
lambs,3
lambskin,3
lambswool,2
lame,2
lamed,7
lamely,1
lameness,0
lament,2
lamentable,0
lamentably,2
lamentation,0
lamentations,0
lamented,0
lamenting,0
laments,0
lamina,2
laminar,1
laminate,0
laminated,1
laminates,0
lamination,2
lamp,6
lamplight,2
lamplighter,0
lamplit,1
lampoon,3
lampooned,2
lampoonery,2
lampooning,1
lampoons,3
lamprey,1
lampreys,1
lamps,4
lampshade,3
lampshades,0
lance,1
lanced,1
lancer,2
lancers,3
lances,2
lancet,3
lancets,1
lancing,4
land,3
landed,2
lander,2
landfall,2
landfill,2
landform,3
landforms,2
landholders,0
landholding,1
landholdings,2
landing,3
landings,2
landladies,0
landlady,2
landless,0
landlines,1
landlocked,2
landlord,3
landlords,2
landmark,2
landmarks,2
landmass,3
landmine,2
landowner,1
landowners,0
landowning,1
lands,2
landscape,2
landscaped,0
landscapes,0
landscaping,1
landslide,1
landslides,0
landslip,3
landslips,1
landward,2
lane,3
lanes,4
language,3
languages,2
languid,2
languidly,2
languish,1
languished,0
languishes,0
languishing,1
languor,2
languorous,2
languorously,2
